k,n_b,n_cells_0,n_cells_total,h,errL2,errH1semi,errLinf,cond
1,2,5,5,0.2,0.03370518211022933,0.1831096661656396,0.04687765432400407,41.04847249674567
2,3,5,5,0.2,0.0010104687219316048,0.017549639228354418,0.002243789054835526,120.77835880678009
3,4,5,5,0.2,5.0253552139249396e-05,0.0008270615051811514,7.81358679141826e-05,288.3628630886029
