k,n_b,n_cells_0,n_cells_total,h,errL2,errH1semi,errLinf,cond
1,2,20,20,0.05,0.002401694453395827,0.04537693939837256,0.0030033787732078178,325.9795423078947
2,3,20,20,0.05,0.002103469411488024,0.0014030809175640411,0.0020891338774615244,1379.5582399673222
3,4,20,20,0.05,6.597186040576939e-07,1.222807372277973e-05,9.417178973802761e-07,4338.449993782329
